"Story","Title","Result","Date","Stability","Duration (s)"
"Pruebas de inicio de sesión en La Haus","Iniciar sesión en la aplicación La Haus por medio de la cuenta de Google","SUCCESS","2021-09-23T13:51:37.338-05:00[America/Bogota]","0.0","37.78"
