"Story","Title","Result","Date","Stability","Duration (s)"
"Pruebas de inicio de sesión en La Haus","Iniciar sesión en la aplicación La Haus por medio de la cuenta de Google","ERROR","2021-09-21T16:42:15.574-05:00[America/Bogota]","0.0","27.8"
