"Story","Title","Result","Date","Stability","Duration (s)"
"Pruebas de inicio de sesión en La Haus","Iniciar sesión en la aplicación La Haus por medio de la cuenta de Google","PENDING","2021-09-21T11:54:20.919-05:00[America/Bogota]","0.0","0.24"
